"Title";"Seed";"Leech";"Poidsdutorrent";"date";"Categories";"Genre";"Plot"
"Nés en Chine FRENCH HDLight 1080p 2016";"89";"1";"2.16GB";"26/12/2019";"Films";"Documentaire";"Yaya, une maman panda géant guide son petit Mei Mei alors qu’il explore le monde et gagne en indépendance. Tao Tao, un Rhinopithèque de Roxellane -plus communément appelé singe doré – âgé de deux ans cherche sa place au sein de sa famille  après la naissance de sa petite sœur Dawa, une panthère des neiges – un animal mystérieux rarement observé par l’homme –confrontée à l’incroyable difficulté d’élever ses deux petits dans l’un des habitats les plus hostiles et les plus impitoyables du monde."
"Félins FRENCH HDLight 1080p 2011";"46";"8";"4.76GB";"26/12/2019";"Films";"Documentaire";"En Afrique, au Kenya, dans l’une des régions les plus sauvages du monde, les animaux vivent libres et loin des hommes. Au sud du fleuve qui divise ces magnifiques terres, règne le clan des lions mené par Fang. La lionne Layla y élève la jeune Mara. Entre chasse et liens familiaux puissants, c’est la vie d’une famille qui s’écrit. Au nord du fleuve, le lion Kali et ses quatre fils rêvent d’étendre leur territoire. Bientôt, les eaux seront assez basses pour que les maîtres du nord tentent leur chance au sud… Dans cet environnement où chacun joue sa survie chaque jour, Sita, une splendide femelle guépard, tente d’élever seule ses petits. Au fil des saisons, tous ces destins vont se croiser à travers une histoire qui n’est ni inventée ni mise en scène, mais captée comme jamais auparavant, de sa bouleversante intimité à sa spectaculaire beauté."
"Anna and The Apocalypse TRUEFRENCH DVDRIP 2019";"131";"1";"727.88MB";"26/12/2019";"Films";"Comédiemusicale";"À Noël, une apocalypse zombie menace la ville tranquille de Little Haven, forçant Anna et ses amis à se battre et chanter pour survivre. Face aux morts-vivants ils se lancent dans une course désespérée pour rejoindre leurs proches, mais découvrent rapidement que personne n'est en sécurité dans ce nouveau monde. Alors que la civilisation s'effondre autour d'eux, ils se rendent compte qu’ils ne peuvent compter que sur eux-mêmes."
"The App FRENCH WEBRIP 2019";"226";"5";"696.43MB";"26/12/2019";"Films";"Policier,Thriller";"La vie a tout donné à Niccolò Melzi d'Eril, descendant de la plus grande famille d'industriels italiens : intelligence, beauté, richesse, possibilités... et solitude."
"Them That Follow FRENCH WEBRIP 2019";"199";"8";"694.93MB";"26/12/2019";"Films";"Drame";"Au fin fond des Appalaches, où des croyants manipulent des serpents pour montrer leur courage, la fille d'un pasteur détient un secret qui menace de déchirer sa communauté."
"Charlie's Angels TRUEFRENCH HDTS MD 2019";"554";"41";"1.17GB";"26/12/2019";"Films";"Action,Aventure";"Video 6/10 - Son 6/10"
"Scary Stories TRUEFRENCH DVDRIP 2019";"252";"5";"695.43MB";"26/12/2019";"Films";"Epouvante-horreur";"Dans un manoir abandonné, un groupe de jeunes trouve un livre qui raconte des histoires terrifiantes. Mais cette trouvaille n’est pas sans conséquence : la lecture du livre permet à ses effroyables créatures de prendre vie… La petite ville va alors faire face à une vague de morts particulièrement atroces, et chacun devra affronter ses pires peurs pour sauver les habitants et arrêter ce carnage."
"The Death and Return of Superman MULTi 4K ULTRA HD x265 2019";"27";"7";"53.58GB";"25/12/2019";"Films";"Animation";"Dans se long métrage d'animation fluide et transparent de plus de deux heures. Soyez témoin de la bataille sans faille entre la Justice League et une force extraterrestre imparable connue uniquement sous le nom de Doomsday, une bataille que seul Superman peut terminer et changera à jamais le visage de Metropolis."
"Chasseurs de dragons FRENCH DVDRIP 2008";"48";"0";"697MB";"25/12/2019";"Films";"Animation";"Zoé est une petite fille qui croit aux légendes, pas parce qu'elle est naïve mais parce les légendes, elle aime ça. Afin d'aider son oncle le Seigneur Arnold à se débarrasser d'un terrible dragon, Zoé se met en tête de trouver des héros. Et quand elle tombe sur Gwizdo et Lian-Chu - deux chasseurs de dragon à la petite semaine - et bien tant pis, Zoé décide d'y croire quand même !"
"La folie des grandeurs FRENCH DVDRIP 1971";"83";"1";"701.42MB";"25/12/2019";"Films";"Comédie";"Don Salluste profite de ses fonctions de ministre des Finances du roi d'Espagne pour raqueter le peuple. Mais la Reine qui le déteste réussit à le chasser de la cour. Ivre de vengeance, il décide de la compromettre. Son neveu Don César ayant refusé de se mêler du complot,c'est finalement le valet de Don Salluste, Blaze, transi d'amour pour la souveraine, qui tiendra le rôle du Prince charmant. Malheureusement à force de quiproquos, il ne parvient qu'à s'attirer les faveurs de la peu avenante Dona Juana."
"Le Jeune Ahmed FRENCH WEBRIP 2019";"51";"5";"699.99MB";"25/12/2019";"Films";"Drame";"En Belgique, aujourd’hui, le destin du Jeune Ahmed, 13 ans, pris entre les idéaux de pureté de son imam et les appels de la vie."
"Teen Titans Go! Vs. Teen Titans FRENCH DVDRIP 2019";"51";"4";"696.55MB";"25/12/2019";"Films";"Animation";"Les membres des deux super-équipes vont devoir s'affronter eux-mêmes et unir leurs forces pour venir à bout de Trigon, d'Hexagon et de Santa Claus dans ce cross-over entre les séries animées Teen Titans et Teen Titans Go!"
"I Am Mother FRENCH DVDRIP 2019";"201";"7";"700.58MB";"25/12/2019";"Films";"Sciencefiction";"Afin d'éviter l'extinction des êtres humains, un robot \"La Mère\" a été désigné afin de les éduquer. Une femme va mettre en péril ce nouvel équilibre."
"Retour à Zombieland FRENCH DVDRIP 2019";"1275";"44";"694.45MB";"25/12/2019";"Films";"Comédie";"Le chaos règne partout dans le pays, depuis la Maison Blanche jusqu’aux petites villes les plus reculées. Nos quatre tueurs doivent désormais affronter de nouvelles races de zombies qui ont évolué en dix ans et une poignée de rescapés humains. Mais ce sont les conflits propres à cette « famille » improvisée qui restent les plus difficiles à gérer…"
"Crawl FRENCH DVDRIP 2019";"169";"1";"696.56MB";"24/12/2019";"Films";"Epouvante-horreur";"Quand un violent ouragan s’abat sur sa ville natale de Floride, Hayley ignore les ordres d’évacuation pour partir à la recherche de son père porté disparu. Elle le retrouve grièvement blessé dans le sous-sol de la maison familiale et réalise qu’ils sont tous les deux menacés par une inondation progressant à une vitesse inquiétante. Alors que s’enclenche une course contre la montre pour fuir l’ouragan en marche, Haley et son père comprennent que l’inondation est loin d’être la plus terrifiante des menaces qui les attend…"
"Suicide Squad VOSTFR WEBRIP 2016";"14";"2";"1.39GB";"24/12/2019";"Films";"Action,Aventure";"Les pires méchants de l’univers DC Comics réunis dans un même film.C'est tellement jouissif d'être un salopard ! Face à une menace aussi énigmatique qu'invincible, l'agent secret Amanda Waller réunit une armada de crapules de la pire espèce. Armés jusqu'aux dents par le gouvernement, ces Super-Méchants s'embarquent alors pour une mission-suicide. Jusqu'au moment où ils comprennent qu'ils ont été sacrifiés. Vont-ils accepter leur sort ou se rebeller ?"
"Suicide Squad FRENCH DVDRIP 2016";"120";"12";"1.37GB";"24/12/2019";"Films";"Action,Aventure";"Les pires méchants de l’univers DC Comics réunis dans un même film. C'est tellement jouissif d'être un salopard ! Face à une menace aussi énigmatique qu'invincible, l'agent secret Amanda Waller réunit une armada de crapules de la pire espèce. Armés jusqu'aux dents par le gouvernement, ces Super-Méchants s'embarquent alors pour une mission-suicide. Jusqu'au moment où ils comprennent qu'ils ont été sacrifiés. Vont-ils accepter leur sort ou se rebeller ?"
"Avengers: Endgame MULTi 4K ULTRA HD x265 2019";"45";"25";"52.52GB";"24/12/2019";"Films";"Action,Aventure";"Thanos ayant anéanti la moitié de l’univers, les Avengers restants resserrent les rangs dans ce vingt-deuxième film des Studios Marvel, grande conclusion d’un des chapitres de l’Univers Cinématographique Marvel."
"Avengers 3 : Infinity War FRENCH HDlight 1080p 2018";"26";"8";"4.07GB";"24/12/2019";"Films";"Action,Aventure";"Les Avengers et leurs alliés devront être prêts à tout sacrifier pour neutraliser le redoutable Thanos avant que son attaque éclair ne conduise à la destruction complète de l'univers."
"Avengers 3 : Infinity War TRUEFRENCH DVDRIP 2018";"70";"10";"1.37GB";"24/12/2019";"Films";"Action,Aventure";"Les Avengers et leurs alliés devront être prêts à tout sacrifier pour neutraliser le redoutable Thanos avant que son attaque éclair ne conduise à la destruction complète de l’univers."
"Avengers : L'ère d'Ultron VOSTFR DVDRIP 2015";"15";"3";"1.37GB";"24/12/2019";"Films";"Action,Aventure";"Alors que Tony Stark tente de relancer un programme de maintien de la paix jusque-là suspendu, les choses tournent mal et les super-héros Iron Man, Captain America, Thor, Hulk, Black Widow et Hawkeye vont devoir à nouveau unir leurs forces pour combattre le plus puissant de leurs adversaires : le terrible Ultron, un être technologique terrifiant qui s’est juré d’éradiquer l’espèce humaine.Afin d’empêcher celui-ci d’accomplir ses sombres desseins, des alliances inattendues se scellent, les entraînant dans une incroyable aventure et une haletante course contre le temps…"
"The Avengers VOSTFR DVDRIP 2012";"14";"0";"1.37GB";"24/12/2019";"Films";"Action,Aventure";"Lorsque Nick Fury, le directeur du S.H.I.E.L.D., l'organisation qui préserve la paix au plan mondial, cherche à former une équipe de choc pour empêcher la destruction du monde, Iron Man, Hulk, Thor, Captain America, Hawkeye et Black Widow répondent présents.Les Avengers ont beau constituer la plus fantastique des équipes, il leur reste encore à apprendre à travailler ensemble, et non les uns contre les autres, d'autant que le redoutable Loki a réussi à accéder au Cube Cosmique et à son pouvoir illimité..."
"Bent FRENCH DVDRIP 2018";"110";"3";"700.47MB";"23/12/2019";"Films";"Policier,Thriller";"Lors de sa dernière enquête privée, un ancien flic relie un cas de meurtre à une conspiration gouvernementale impliquant des agents voyous d’une agence d’espionnage."
"Les aventures de Rabbi Jacob FRENCH HDlight 1080p 1973";"87";"3";"2.02GB";"23/12/2019";"Films";"Comédie";"A la suite d'un quiproquo, un homme d'affaires irracible et raciste, se retrouve confronté malgré lui à un réglement de compte entre terroristes d'un pays arabe. Afin se semer ses poursuivants, il se déguise en rabbin, après avoir croisé à Orly des religieux juifs en provenance de New-YorK."
"La Soupe Aux Choux FRENCH DVDRIP 1981";"98";"9";"1.37GB";"23/12/2019";"Films";"Comédie";"Le Glaude et le Bombé, deux vieux paysans portés sur la bouteille, vivent très retirés de la vie moderne. Une nuit, un extra-terrestre atterrit en soucoupe volante dans le jardin du Glaude. En gage de bienvenue, ce dernier lui offre un peu de sa fameuse soupe aux choux..."
"Iron Man (Trilogie) TRUEFRENCH HDlight 1080p 2008-2013";"70";"35";"9.85GB";"23/12/2019";"Films";"Action,Aventure";NA
"Iron Man 3 FRENCH DVDRIP 2013";"60";"13";"1.37GB";"23/12/2019";"Films";"Action,Aventure";"Tony Stark, l’industriel flamboyant qui est aussi Iron Man, est confronté cette fois à un ennemi qui va attaquer sur tous les fronts. Lorsque son univers personnel est détruit, Stark se lance dans une quête acharnée pour retrouver les coupables. Plus que jamais, son courage va être mis à l’épreuve, à chaque instant. Dos au mur, il ne peut plus compter que sur ses inventions, son ingéniosité, et son instinct pour protéger ses proches. Alors qu’il se jette dans la bataille, Stark va enfin découvrir la réponse à la question qui le hante secrètement depuis si longtemps : est-ce l’homme qui fait le costume ou bien le costume qui fait l’homme ?"
"Iron Man 2 FRENCH DVDRIP 2010";"59";"6";"1.37GB";"23/12/2019";"Films";"Action,Aventure";"Le monde sait désormais que l'inventeur milliardaire Tony Stark et le super-héros Iron Man ne font qu'un. Malgré la pression du gouvernement, de la presse et du public pour qu'il partage sa technologie avec l'armée, Tony n'est pas disposé à divulguer les secrets de son armure, redoutant que l'information atterrisse dans de mauvaises mains. Avec Pepper Potts et James \"Rhodey\" Rhodes à ses côtés, Tony va forger de nouvelles alliances et affronter de nouvelles forces toutes-puissantes..."
"Iron man FRENCH DVDRIP 2008";"68";"4";"1.45GB";"23/12/2019";"Films";"Action,Aventure";"Tony Stark, inventeur de génie, vendeur d'armes et playboy milliardaire, est kidnappé en Aghanistan. Forcé par ses ravisseurs de fabriquer une arme redoutable, il construit en secret une armure high-tech révolutionnaire qu'il utilise pour s'échapper. Comprenant la puissance de cette armure, il décide de l'améliorer et de l'utiliser pour faire régner la justice et protéger les innocents."
"Moi, Maman, ma mère et moi FRENCH WEBRIP 2019";"89";"2";"695.82MB";"23/12/2019";"Films";"Comédiedramatique";"Benoît a loupé l'enterrement de Maman. Il était coincé dans l'Eurostar. À contretemps comme toujours, et un peu piteux, il rejoint la maison familiale pour y retrouver son frère, ses deux sœurs... et dans un joyeux bazar, beaucoup de souvenirs. Là, au milieu des vestiges de son enfance, dans l'intimité de sa chambre, il la voit… Elle l'attend. Et elle va pas le lâcher !"
