"Title";"Seed";"Leech";"Poidsdutorrent";"date";"Categories";"Genre";"Plot"
"L'Ecole fantastique FRENCH HDLight 1080p 2005";"78";"6";"3.85GB";"30/12/2019";"Films";"Comédie";"Will est un jeune garçon tout à fait normal si ce n'est qu'il doit intégrer la prestigieuse école de super-héros appelée Sky High et qu'il n'a pour le moment, aucune idée des super-pouvoirs qui le caractérisent... Il devra jongler entre les super-moqueries de ses camarades et la déception de ses parents, un couple de super-héros légendaires..."
"Inside Man: Most Wanted FRENCH DVDRIP 2019";"397";"15";"694.84MB";"30/12/2019";"Films";"Action,Aventure";"Une bande organisée décide de cambrioler la Réserve fédérale des Etats-Unis. Durant un siège de plus de dix heures, un négociateur de la police de New York en otage et un agent fédéral unissent leur force pour libérer les captifs et faire échouer le plan de la bande d'escrocs."
"Inside Man DVDRIP FRENCH 2006";"55";"9";"699.7MB";"30/12/2019";"Films";"Policier,Thriller";NA
"Justice League FRENCH HDLight 1080p 2017";"35";"1";"2.66GB";"30/12/2019";"Films";"Action,Aventure";"Après avoir retrouvé foi en l'humanité, Bruce Wayne, inspiré par l'altruisme de Superman, sollicite l'aide de sa nouvelle alliée, Diana Prince, pour affronter un ennemi plus redoutable que jamais. Ensemble, Batman et Wonder Woman ne tardent pas à recruter une équipe de méta-humains pour faire face à cette menace inédite. Pourtant, malgré la force que représente cette ligue de héros sans précédent – Batman, Wonder Woman, Aquaman, Cyborg et Flash –, il est peut-être déjà trop tard pour sauver la planète d'une attaque apocalyptique…"
"Douze hommes en colère FRENCH HDLight 1080p 1957";"48";"6";"2.16GB";"30/12/2019";"Films";"Drame";"Un jeune homme d'origine modeste est accusé du meurtre de son père et risque la peine de mort. Le jury composé de douze hommes se retire pour délibérer et procède immédiatement à un vote : onze votent coupable, or la décision doit être prise à l'unanimité. Le juré qui a voté non-coupable, sommé de se justifier, explique qu'il a un doute et que la vie d'un homme mérite quelques heures de discussion. Il s'emploie alors à les convaincre un par un."
"Douze Homme en Colère FRENCH DVDRIP 1997";"64";"10";"1.52GB";"30/12/2019";"Films";"Policier,Thriller";"Un jeune homme d'origine modeste est accusé de parricide, il risque la peine de mort. Le jury composé de douze hommes se retire pour délibérer et procède directement à un vote : onze votent coupable, mais la décision doit être prise à l'unanimité. Le juré qui a voté non coupable, contraint de se justifier, explique qu'il a un doute raisonnable et que la vie d'un homme mérite bien quelques heures de discussion. Il s'efforce alors de les convaincre un par un."
"Doom: Annihilation FRENCH DVDRIP 2019";"208";"16";"695.18MB";"30/12/2019";"Films";"Epouvante-horreur";"Adaptation de la fameuse licence vidéoludique créée par le studio ID Software, cette nouvelle version de Doom voit le sanglant périple d'un groupe de Marines de l'Espace répondre à un signal de détresse envoyé depuis une colonie martienne. Une fois sur place, ils découvrent alors que la colonie est en réalité envahie par des créatures démoniaques tout droit sorties de l'Enfer..."
"Cold Blood Legacy - La mémoire du sang FRENCH DVDRIP 2019";"277";"8";"695.18MB";"30/12/2019";"Films";"Action,Aventure";"Le plus recherché des tueurs à gage goûte une retraite solitaire au bord d’un lac isolé dans le grand Nord-Américain. Une jeune femme grièvement blessée vient trouver refuge dans son chalet. Pour la sauver, il pourrait bien risquer sa propre vie…"
"Noé (Noah) FRENCH DVDRIP 2014";"95";"12";"1.37GB";"30/12/2019";"Films";"Fantastique";"Russell Crowe est Noé, un homme promis à un destin exceptionnel alors qu’un déluge apocalyptique va détruire le monde. La fin du monde… n’est que le commencement."
"Les Visiteurs en Amérique FRENCH DVDRIP 2001";"102";"4";"657.14MB";"30/12/2019";"Films";"Comédie";"Durant la guerre de cent ans, le duc français Thibault de Malfète s'apprête à épouser Rosaline, la fille du roi de Grande-Bretagne. Cependant, Earl de Warrick a l'intention de s'opposer au mariage. Une sorcière lui a concocté une potion à offrir au duc Thibault.Celui-ci, ne soupçonnant pas la traîtrise, l'ingurgite. Aussitôt victime d'hallucinations, il tue accidentellement sa bien-aimée. Un geste irréversible qui lui vaut la peine de mort. Le duc Thibault est toutefois sauvé par son fidèle serviteur, André le Pâté, et le magicien anglais. Celui-ci leur prépare un breuvage qui leur permettra de remonter le temps et ainsi de pouvoir empêcher la mort de Rosaline. Mais il oublie d'inclure dans la potion un élément crucial et les deux hommes se retrouvent plongés dans les couloirs du temps.Les deux lascars aboutissent en l'an 2000 à Chicago, dans une chambre reconstruite dans un grand musée à l'occasion d'une exposition sur le Moyen-Âge. Cet événement culturel a été organisé par la conservatrice Julia Malfète qui n'est autre que la descendante de Rosaline et constitue la clé de leur retour chez eux."
"Les Visiteurs 2 : Les couloirs du temps FRENCH DVDRIP 1998";"102";"3";"697.24MB";"30/12/2019";"Films";"Comédie";"Un coup de théâtre interrompt les préparatifs du mariage de Godefroy de Montmirail et de Frenegonde de Pouille. On vient de dérober au duc, le père de Frenegonde, la dentelette de Sainte-Rolande, relique sacrée qui assure fecondité aux femmes de la famille de Pouille ainsi que tous ses bijoux. Ce sont Jacquouille et Ginette qui ont fait ce larcin et sont partis dans le présent. Il ne reste plus qu'une solution à Godefroy s'il veut réaliser son mariage et assurer sa descendance : repartir dans le présent, recupérer les bijoux, la dentelette et Jacquouille la fripouille."
"Les Visiteurs FRENCH DVDRIP 1993";"70";"10";"1.36GB";"30/12/2019";"Films";"Comédie";"Comment en l'an de grace 1112 le comte de Montmirail et son fidele ecuyer, Jacquouille la Fripouille, vont se retrouver propulses en l'an 1992 apres avoir bu une potion magique fabriquee par l'enchanteur Eusaebius leur permettant de se defaire d'un terrible sort.."
"Justice League vs. The Fatal Five FRENCH DVDRIP 2019";"83";"12";"725.67MB";"30/12/2019";"Films";"Animation";"La Justice League doit affronter à nouveau l'équipe des Fatal Cinq composée de Tharok, de l'Impératrice Émeraude, du Persuader, de Mano et de Validus."
"Le Roi Scorpion 5 : Le livre des âmes FRENCH DVDRIP 2018";"400";"39";"694.76MB";"30/12/2019";"Films";"Action,Aventure";"Dans l'Egypte ancienne, le maléfique seigneur de guerre Nebserek découvre le Croc d'Anubis, une épée maudite qui octroie un pouvoir surhumain à celui qui l'utilise. Mathayus, alias le Roi Scorpion, Tala, une princesse nubienne, Amina, mystérieuse femme dotée d'un secret magique ainsi que son gardien, un djinn nommé Enkidu vont former un quatuor improbable pour vaincre Nebserek..."
"Le Roi Scorpion 4 - La quête du pouvoir FRENCH DVDRIP 2015";"151";"11";"700.83MB";"30/12/2019";"Films";"Action,Aventure";"Lorsque le Roi du royaume de Norvania est assassiné, Mathayus est accusé du meurtre. Le vrai coupable envoie donc des hordes de soldats pour tuer notre héros et couvrir ses arrières..."
"Le Roi Scorpion 3 - L'Oeil des Dieux FRENCH DVDRIP 2012";"93";"5";"708.88MB";"30/12/2019";"Films";"Action,Aventure";"A cause d'une peste virulente, le Roi Scorpion Mathayus a perdu sa reine et son royaume. Il est maintenant à la solde du roi Horus qui l'envoie protéger son allié, le roi Ramusan, sous la menace d'une attaque..."
"Le Roi Scorpion 2 : Guerrier de légende FRENCH DVDRIP 2008";"147";"9";"702.08MB";"30/12/2019";"Films";"Action,Aventure";"Titre Original L'ascension fulgurante de Mathayus, jeune guerrier de la tribu de Akadiens, qui va se révolter contre l'oppresseur et devenir le Roi Scorpion."
"Le Roi Scorpion FRENCH DVDRIP 2002";"92";"7";"696.34MB";"30/12/2019";"Films";"Action,Aventure";"5 000 ans avant Jésus-Christ, la légendaire cité de Gomorrhe est sous la coupe de l'avide Memnon, un tyran maléfique déterminé à éliminer les peuplades nomades du désert. Menacées d'extinction, celles-ci en oublient leurs querelles séculaires et préparent ensemble une riposte. Sachant que leur adversaire s'inspire des visions et des prophéties d'un sorcier, elles engagent un assassin, Maythayus, pour tuer ce dernier. Après s'être introduit dans le camp ennemi, Maythayus découvre que le sorcier est en fait une magnifique jeune femme se nommant Cassandra. Incapable de la tuer, le guerrier s'enfuit avec elle dans le désert."
"Pauvre Georges ! FRENCH WEBRIP 2019";"82";"3";"700.88MB";"30/12/2019";"Films";"Comédiedramatique";NA
"Tu ne tueras point TRUEFRENCH DVDRIP 2016";"107";"12";"1.36GB";"29/12/2019";"Films";"Drame";"Quand la Seconde Guerre mondiale a éclaté, Desmond, un jeune américain, s’est retrouvé confronté à un dilemme : comme n’importe lequel de ses compatriotes, il voulait servir son pays, mais la violence était incompatible avec ses croyances et ses principes moraux. Il s’opposait ne serait-ce qu’à tenir une arme et refusait d’autant plus de tuer. Il s’engagea tout de même dans l’infanterie comme médecin. Son refus d’infléchir ses convictions lui valut d’être rudement mené par ses camarades et sa hiérarchie, mais c’est armé de sa seule foi qu’il est entré dans l’enfer de la guerre pour en devenir l’un des plus grands héros. Lors de la bataille d’Okinawa sur l’imprenable falaise de Maeda, il a réussi à sauver des dizaines de vies seul sous le feu de l’ennemi, ramenant en sureté, du champ de bataille, un à un les soldats blessés."
"Les Incognitos TRUEFRENCH HDTS MD 2019";"431";"49";"1.29GB";"29/12/2019";"Films";"Animation";NA
"Stargate, la porte des étoiles FRENCH HDLight 1080p 1994";"87";"3";"4.15GB";"29/12/2019";"Films";"Sciencefiction";"En 1994, Daniel Jackson, jeune égyptologue de génie, résout enfin l'énigme du gigantesque anneau de pierre et d'acier découvert en 1928 sur le site de la grande pyramide de Gizeh. Un nouveau monde s'ouvre alors..."
"Transformers: The Last Knight VOSTFR DVDRIP 2017";"16";"5";"2.07GB";"29/12/2019";"Films";"Sciencefiction";"The Last Knight fait voler en éclats les mythes essentiels de la franchise Transformers, et redéfinit ce que signifie être un héros. Humains et Transformers sont en guerre. Optimus Prime n’est plus là… La clé de notre salut est enfouie dans les secrets du passé, dans l’histoire cachée des Transformers sur Terre. Sauver notre monde sera la mission d’une alliance inattendue : Cade Yeager, Bumblebee, un Lord anglais et un professeur d’Oxford. Il arrive un moment, dans la vie de chacun, où l’on se doit de faire la différence. Dans Transformers: The Last Knight, les victimes deviendront les héros. Les héros deviendront les méchants. Un seul monde survivra : le leur… ou le nôtre."
"Le Prince d'Egypte FRENCH HDLight 1080p 1998";"104";"20";"2.29GB";"29/12/2019";"Films";"Animation";"A travers l'histoire de deux frères, tous deux princes du plus grand empire sur terre, évocation de l'épopée de Moïse. Si l'un des deux frères a régné sur l'Egypte, l'autre a eu un destin encore plus extraordinaire. Quand leur parenté, fondée sur un mensonge, leur est révélée, tout les sépare, leur foi, leur passé et leur avenir et provoquera ainsi la chute d'une dynastie."
"Le Fugitif FRENCH HDLight 1080p 1993";"70";"13";"3.15GB";"29/12/2019";"Films";"Policier,Thriller";"Le chirurgien David Kimble mène une vie paisible jusqu'au jour où il retrouve son épouse avec le crâne fracassé et est accusé du meurtre. Pour rétablir la vérité, il doit d'abord s'évader et reprendre l'enquête de zéro, avec toute la police à ses trousses."
"Les Héros n'ont pas froid aux oreilles FRENCH DVDRIP 1979";"45";"8";"1.33GB";"29/12/2019";"Films";"Comédie";"Deux employés de banque à l'existence plutôt triste voyent leurs vies transformées avec l'arrivée d'une jeune, jolie et encombrante fugueuse."
"Transformers 4 : l'âge de l'extinction VOSTFR DVDRIP 2014";"1";"0";"2.71GB";"29/12/2019";"Films";"Sciencefiction";"Quatre ans après les événements mouvementés de \"Transformers : La Face cachée de la Lune\", un groupe de puissants scientifiques cherche à repousser, via des Transformers, les limites de la technologie. Au même moment, un père de famille texan, Cade Yeager, découvre un vieux camion qui n’est autre qu’Optimus Prime. Cette découverte va lui attirer les foudres d’un certain Savoy, dont le but est d’éliminer les Transformers. Pendant ce temps, le combat entre les Autobots et les Décepticons refait surface…"
"Red 2 FRENCH HDLight 1080p 2013";"109";"27";"3.13GB";"29/12/2019";"Films";"Action,Aventure";"Lorsque l’agent retraité de la CIA Franck Moses apprend la mort de son ancien collègue Marvin, il se rend à son enterrement avec sa compagne Sarah, sans se douter qu’il va au-devant de gros problèmes… Arrêté et interrogé par le FBI au sujet d’un mystérieux \"Projet Nightshade\", il ne doit son salut qu’à l’intervention de Marvin qui avait simulé sa mort. Ils se lancent alors dans une course poursuite à travers le monde pour découvrir le secret du \"Projet Nightshade\"."
"Red FRENCH HDLight 1080p 2010";"93";"33";"4.14GB";"29/12/2019";"Films";"Action,Aventure";"L'heure de la retraite a sonné ! Mais dans certaines professions, la transition peut s'avérer difficile : Franck ne supporte pas l'inactivité, son collègue Joe végète en maison de retraite, Marvin use d'amphétamines et Victoria fait des petits boulots. Pas facile de décrocher quand on a été... agents de la CIA toute sa vie ! Pourtant, quand leur ancien employeur décide d'éliminer pour de bon ces agents un peu trop compromettants, il va découvrir qu'en dépit de leur âge, ce sont encore de redoutables adversaires."
"Florence Foresti : Epilogue FRENCH HDTV 720p 2019";"396";"21";"1.82GB";"29/12/2019";"Films";"Spectacles";"Après trois ans d'absence, Florence Foresti remonte sur scène. Elle y aborde de manière jubilatoire les absurdités du quotidiens, la vieillesse, la désillusion, la mort et les rapports entre les hommes et les femmes."
"Mr. & Mrs. Smith FRENCH HDLight 1080p 2005";"82";"28";"3.26GB";"29/12/2019";"Films";"Action,Aventure";"Mr et Mrs Smith forment un couple tout ce qu'il y a de plus banal. Pourtant, Mr Smith est exécuteur pour une organisation secrète et Mrs Smith tueuse à gage vendant ses services aux plus offrants. Ignorant chacun les activités de leur cher et tendre, ils vont pourtant se retrouver en compétition sur un même \"contrat\". Comme quoi une scène de ménage au fusil mitrailleur c'est quand même plus fun qu'avec la vaisselle de Maman..."
"Hero FRENCH HDLight 1080p 2002";"38";"7";"2.94GB";"29/12/2019";"Films";"Historique";"Il y a deux mille ans, la Chine était divisée en sept royaumes. Chacun d'eux combattait les autres pour obtenir la suprématie, tandis que le peuple endurait la souffrance et la mort.De ces sept royaumes, Qin était le plus virulent. Le roi de Qin était obsédé par la conquête de la Chine et le désir de devenir son premier Empereur. Les autres royaumes dépêchèrent leurs plus redoutables assassins pour l'éliminer. Le seul nom de trois de ces tueurs suffisait à répandre la terreur : Lame Brisée, Flocon de Neige et Ciel Etoilé.A quiconque anéantirait ces trois assassins, le roi de Qin promit puissance et fortune.Pendant dix ans, personne n'y parvint. Lorsque le mystérieux Sans Nom se présenta au palais, avec en sa possession les armes des assassins abattus, le roi fut impatient d'entendre son histoire. Assis à dix pas du monarque, Sans Nom commença alors à la raconter..."
"Transformers 3 - La Face cachée de la Lune FRENCH DVDRIP 2011";"66";"8";"1.36GB";"29/12/2019";"Films";"Sciencefiction";"Un événement mystérieux lié à notre passé éclate au grand jour. C?est la guerre qui menace aujourd?hui notre Terre ; une guerre d?une telle ampleur que l?aide des Transformers pourrait, cette fois, ne pas suffire à nous sauver."
"Transformers 2: la Revanche FRENCH DVDRIP 2009";"0";"0";"702.07MB";"29/12/2019";"Films";"Sciencefiction";NA
"Transformers FRENCH DVDRIP 2007";"67";"3";"698.09MB";"29/12/2019";"Films";"Sciencefiction";"Une guerre sans merci oppose depuis des temps immémoriaux deux races de robots extraterrestres : les Autobots et les cruels Decepticons. Son enjeu : la maîtrise de l'univers... Dans les premières années du 21ème siècle, le conflit s'étend à la Terre, et le jeune Sam Witwicky devient, à son insu, l'ultime espoir de l'humanité. Semblable à des milliers d'adolescents, Sam n'a connu que les soucis de son âge : le lycée, les amis, les voitures, les filles... Entraîné avec sa nouvelle copine, Mikaela, au coeur d'un mortel affrontement, il ne tardera pas à comprendre le sens de la devise de la famille Witwicky : \"Sans sacrifice, point de victoire !\""
"Le 15h17 pour Paris FRENCH DVDRIP 2018";"73";"3";"695.23MB";"29/12/2019";"Films";"Drame";"Dans la soirée du 21 août 2015, le monde, sidéré, apprend qu'un attentat a été déjoué à bord du Thalys 9364 à destination de Paris. Une attaque évitée de justesse grâce à trois Américains qui voyageaient en Europe. Le film s'attache à leur parcours et revient sur la série d'événements improbables qui les ont amenés à se retrouver à bord de ce train. Tout au long de cette terrible épreuve, leur amitié est restée inébranlable. Une amitié d'une force inouïe qui leur a permis de sauver la vie des 500 passagers …"
"Crawl VOSTFR HDLight 1080p 2011";"21";"3";"2.2GB";"29/12/2019";"Films";"Policier,Thriller";"Le propriétaire d'un bar douteux engage un mystérieux Croate pour assassiner une connaissance suite à une dette impayée. Le contrat assuré, une jeune serveuse se retrouve impliquée malgré elle dans le complot. Devenue otage de sa propre maison, elle est obligée à prendre des mesures désespérées pour survivre, les événements s'enchaînant jusqu'à un dénouement des plus sanglants..."
"Us TRUEFRENCH DVDRIP 2019";"109";"9";"1.38GB";"29/12/2019";"Films";"Epouvante-horreur";"De retour dans sa maison d’enfance, à Santa Cruz sur la côte Californienne, Adelaïde Wilson a décidé de passer des vacances de rêves avec son mari Gabe et leurs deux enfants : Zora et Jason. Un traumatisme aussi mystérieux qu’irrésolu refait surface suite à une série d’étranges coïncidences qui déclenchent la paranoïa de cette mère de famille de plus en plus persuadée qu’un terrible malheur va s’abattre sur ceux qu’elle aime. Après une journée tendue à la plage avec leurs amis les Tyler, les Wilson rentrent enfin à la maison où ils découvrent quatre personnes se tenant la main dans leur allée. Ils vont alors affronter le plus terrifiant et inattendu des adversaires : leurs propres doubles."
"Gods Of Egypt FRENCH HDLight 1080p 2016";"170";"22";"3.91GB";"29/12/2019";"Films";"Fantastique";"Dans une époque ancestrale, durant laquelle les Dieux vivaient parmi les hommes, la paix règne en l’Egypte. Mais Seth, Dieu du désert, qui convoite le pouvoir, assassine le roi et condamne Horus à l’exil, plongeant le royaume d’Egypte dans le chaos. C’est l’intervention d’un jeune voleur, Bek, qui va sortir Horus de sa prison. Ensemble, ils se lancent dans une aventure épique qui va donner lieu à une guerre sans précédent. Jusqu’aux frontières de l’au-delà, monstres et armées des dieux se déchainent dans une lutte dévastatrice…"
"Galaxy Quest FRENCH HDLight 1080p 1999";"45";"3";"2.46GB";"29/12/2019";"Films";"Fantastique";"\"Galaxy Quest\" est une série de science-fiction qui a fait les beaux jours de la télévision américaine des années quatre-vingt. Depuis, les acteurs n'ont pas réussi à percer et sont condamnés à revêtir leurs costumes spatiaux dans des conventions ou à assurer des animations de supermarchés. Lorsque de vrais extraterrestres demandent son aide à Jason Nesmith, qui jouait le commandant Taggart, celui-ci rameute ses anciens partenaires. Dans l'espace, tout l'univers de la série a été fidèlement reconstitué. Les comédiens vont-ils parvenir à jouer leurs rôles \"pour de vrai\" ?"
"Le Mans 66 TRUEFRENCH DVDSCR MD 2019";"315";"26";"1.48GB";"29/12/2019";"Films";"Biopic";NA
"La Chute du président TRUEFRENCH DVDRIP 2019";"317";"25";"1.37GB";"29/12/2019";"Films";"Action,Aventure";"Victime d’un coup monté, Mike Banning, agent des services secrets, est accusé d’être le cerveau d’une tentative d’assassinat envers le président américain, Allan Trumbull. Poursuivi par le FBI, il va devoir combattre pour survivre et trouver l’identité de celui qui menace la vie du président…"
"Le Jour le plus long FRENCH HDLight 1080p 1962";"95";"10";"4.21GB";"28/12/2019";"Films";"Drame";"L'évènement militaire qui va mettre fin à la seconde guerre mondiale: le débarquement en Normandie par l'armée américaine."
"Le Jeu de la mort TRUEFRENCH DVDRIP 1978";"47";"1";"1.37GB";"28/12/2019";"Films";"Drame";"Un champion de kung-fu particulièrement intègre est assassiné par un syndicat du crime pour avoir refusé de les rejoindre. Laissé pour mort, il survit et prépare sa vengeance où il éliminera ses ennemis un par un."
"A l'intérieur FRENCH HDLight 1080p 2007";"84";"11";"2.22GB";"28/12/2019";"Films";"Epouvante-horreur";"Depuis la mort tragique de son mari dans un accident de voiture, Sarah est seule et malgré une mère omniprésente, c'est seule qu'elle passera son réveillon de Noël. Seule et enceinte. Cette nuit est la dernière que la jeune femme passera chez elle. Le lendemain matin, celle-ci doit entrer à l'hôpital pour accoucher. Dans sa maison, tout est calme. Jusqu'au moment où quelqu'un vient frapper à sa porte. Derrière, une femme prête à tout pour arracher l'enfant qu'elle porte en elle..."
"Mortal Engines TRUEFRENCH HDLight 1080p 2018";"54";"13";"2.85GB";"28/12/2019";"Films";"Sciencefiction";"Des centaines d'années après qu'un évènement apocalyptique a détruit la Terre, l'humanité s'est adaptée pour survivre en trouvant un nouveau mode de vie. Ainsi, de gigantesques villes mobiles errent sur Terre prenant sans pitié le pouvoir sur d'autres villes mobiles plus petites."
"Quand on crie au loup FRENCH WEBRIP 2019";"167";"7";"697.45MB";"28/12/2019";"Films";"Comédie";NA
"Vincent Moscato Au galop Le Spectacle FRENCH 720p HDTV";"59";"0";"1.74GB";"28/12/2019";"Films";"Spectacles";"Célèbre rugbyman passé par l'équipe du Stade Français et de Bègles, animateur de télévision et de radio pour RMC, acteur reconnu dans «36 quai des Orfèvres», Vincent Moscato remonte sur les planches pour son deuxième «One Man Chaud». Dans son 2ème spectacle, le gouailleur du Sud-Ouest raconte son installation dans la banlieue chic de Paris, Neuilly-sur-Seine. Il revient également sur le bois de Boulogne qu'il a découvert. Sans mépris et avec humour, Vincent Moscato se moque de tout : des hommes politiques, du monde de la télévision et bien sûr des sportifs."
"Countdown FRENCH DVDRIP 2016";"67";"9";"696.35MB";"28/12/2019";"Films";"Action,Aventure";"Ray Fitzpatrick, un policier des narcotiques récemment de retour au boulot après une suspension, reçoit un paquet menant à un site internet montant un gamin kidnappé et attaché à des explosifs. Fitzpatrick est assigné pour livrer la rançon, sauf que la livraison tombe au vinaigre lorsque Fitzpatrick tue le criminel derrière cette machination."
"La Vie scolaire FRENCH WEBRIP 2019";"356";"12";"704.19MB";"28/12/2019";"Films";"Comédiedramatique";"Une année au coeur de l'école de la république, de la vie... et de la démerde ! Samia, jeune CPE novice, débarque de son Ardèche natale dans un collège réputé difficile de la ville de Saint-Denis. Elle y découvre les problèmes récurrents de discipline, la réalité sociale pesant sur le quartier, mais aussi l'incroyable vitalité et l'humour, tant des élèves que de son équipe de surveillants. Parmi eux, il y a Moussa, le Grand du quartier et Dylan le chambreur. Samia s'adapte et prend bientôt plaisir à canaliser la fougue des plus perturbateurs. Sa situation personnelle compliquée la rapproche naturellement de Yanis, ado vif et intelligent, dont elle a flairé le potentiel. Même si Yanis semble renoncer à toute ambition en se cachant derrière son insolence, Samia va investir toute son énergie à le détourner d'un échec scolaire annoncé et tenter de l'amener à se projeter dans un avenir meilleur..."
"J'veux du soleil FRENCH WEBRIP 2019";"127";"3";"695.73MB";"27/12/2019";"Films";"Documentaire";"\"J'ai changé les plaquettes de frein et le liquide de refroidissement. 350 € chez Norauto...\" C'est parti pour un road-movie dans la France d'aujourd'hui! Avec leur humour et leur caméra, Gilles Perret et François Ruffin traversent le pays: à chaque rond-point en jaune, c'est comme un paquet-surprise qu'on ouvrirait. Qu'est-ce qui va en sortir ? Des rires ou des larmes ? De la tendresse ou de la colère ? De l'art ou du désespoir ? Les deux compères nous offrent des tranches d'humanité, saisissent cet instant magique où des femmes et des hommes, d'habitude résignés, se dressent et se redressent, avec fierté, avec beauté, pour réclamer leur part de bonheur."
"Les Aventures de Tintin : Le Secret de la Licorne FRENCH HDLight 1080p 2011";"197";"5";"2.46GB";"27/12/2019";"Films";"Animation";"Parce qu’il achète la maquette d’un bateau appelé la Licorne, Tintin, un jeune reporter, se retrouve entraîné dans une fantastique aventure à la recherche d’un fabuleux secret. En enquêtant sur une énigme vieille de plusieurs siècles, il contrarie les plans d’Ivan Ivanovitch Sakharine, un homme diabolique convaincu que Tintin a volé un trésor en rapport avec un pirate nommé Rackham le Rouge. Avec l’aide de Milou, son fidèle petit chien blanc, du capitaine Haddock, un vieux loup de mer au mauvais caractère, et de deux policiers maladroits, Dupond et Dupont, Tintin va parcourir la moitié de la planète, et essayer de se montrer plus malin et plus rapide que ses ennemis, tous lancés dans cette course au trésor à la recherche d’une épave engloutie qui semble receler la clé d’une immense fortune… et une redoutable malédiction. De la haute mer aux sables des déserts d’Afrique, Tintin et ses amis vont affronter mille obstacles, risquer leur vie, et prouver que quand on est prêt à prendre tous les risques, rien ne peut vous arrêter…"
"Le Pôle Express FRENCH HDLight 1080p 2004";"109";"10";"2.19GB";"27/12/2019";"Films";"Animation";"Un jeune garçon qui se met à douter de l'existence du père Noël monte dans un train mystérieux en partance pour le pôle Nord. A mesure que le Pôle Express s'enfonce dans des contrées enchantées, l'aventure est au rendez-vous et les jeunes passagers prennent conscience de l'étendue de leurs dons."
"Dans les hautes herbes FRENCH WEBRIP 2019";"204";"10";"696.03MB";"27/12/2019";"Films";"Epouvante-horreur";"Un frère et sa sœur s'aventurent dans un champ d'herbes hautes pour porter secours à un enfant perdu, mais découvrent qu'il n'est peut-être pas possible d'en sortir."
"Venise n'est pas en Italie FRENCH DVDRIP 2019";"149";"4";"693.52MB";"27/12/2019";"Films";"Comédie";"La famille Chamodot est fantasque et inclassable. Bernard, le père, un peu doux-dingue, fait vivre tout le monde dans une caravane, et la mère, Annie teint les cheveux de son fils Émile en blond, parce que, paraît-il, il est plus beau comme ça !!! Quand Pauline, la fille du lycée dont Émile est amoureux, l’invite à Venise pour les vacances, l’adolescent est fou de joie. Seul problème, et de taille, les parents décident de l’accompagner avec leur caravane, pour un voyage aussi rocambolesque qu’initiatique."
"Le Tombeau des lucioles FRENCH DVDRIP 1988";"95";"5";"656.29MB";"26/12/2019";"Films";"Animation";"Japon, été 1945. Après le bombardement de Kobé, Seita, un adolescent de quatorze ans et sa petite soeur de quatre ans, Setsuko, orphelins, vont s'installer chez leur tante à quelques dizaines de kilomètres de chez eux. Celle-ci leur fait comprendre qu'ils sont une gêne pour la famille et doivent mériter leur riz quotidien. Seita décide de partir avec sa petite soeur. Ils se réfugient dans un bunker désaffecté en pleine campagne et vivent des jours heureux illuminés par la présence de milliers de lucioles. Mais bientôt la nourriture commence cruellement à manquer."
"Le Cercle des petits philosophes FRENCH WEBRIP 2019";"56";"3";"696.16MB";"26/12/2019";"Films";"Documentaire";NA
"Yves FRENCH WEBRIP 2019";"98";"2";"694.29MB";"26/12/2019";"Films";"Comédie";"Jérem s'installe dans la maison de sa mémé pour y composer son premier disque. Il y fait la rencontre de So, mystérieuse enquêtrice pour le compte de la start-up Digital Cool. Elle le persuade de prendre à l'essai Yves, un réfrigérateur intelligent, censé lui simplifier la vie…"
"À couteaux tirés TRUEFRENCH DVDSCR MD 2019";"364";"16";"1.44GB";"26/12/2019";"Films";"Policier,Thriller";NA
"Le Premier cri FRENCH DVDRIP 2006";"65";"2";"695.29MB";"26/12/2019";"Films";"Documentaire";"C'est l'éblouissante histoire vraie du tout premier cri de la vie, celui que l'on pousse quand on naît et qui scelle notre venue au monde.La naissance sur grand écran à l'échelle de la planète. Contraste des terres, contraste des peuples, contraste des cultures pour le plus beau et le plus insolite des voyages. Dans un intervalle de 24 h sur la Terre, le destin de plusieurs personnages se croise dans un moment unique et universel : la mise au monde d'un enfant.Avec ses personnages réels, ce film retrace l'instant magique des premiers balbutiements de la vie et explore les univers de la naissance, aussi variés que nous sommes différents.Prévu sur les 5 continents, des dernières zones encore sauvages aux lieux les plus urbanisés, le tournage commence mi-mars et durera 1 an."
"Grizzly FRENCH HDLight 1080p 2014";"65";"0";"3.69GB";"26/12/2019";"Films";"Documentaire";"Une année de la vie d'une famille de grizzlys en Alaska, et leur interaction avec la faune voisine : loups, saumons, orques... Dans des paysages grandioses, on découvre la vie trépidante de ces animaux emblématiques, pour répondre à la question suivante : Comment le grizzly peut-il être, dans notre inconscient collectif, à la fois un animal féroce et le symbole de l'animal rassurant pour tous les enfants du monde ?"
"Au Royaume Des Singes FRENCH HDLight 1080p 2015";"74";"5";"2.54GB";"26/12/2019";"Films";"Documentaire";"Les réalisateurs de Chimpanzés nous entraînent cette fois dans les ruines d'un ancien temple en Asie du Sud où vivent les Macaques à toque, une espèce de singes ayant une hiérarchie sociale des plus strictes. La vie peut s'avérer belle, la nourriture abondante et la sécurité assurée si tant est que l'on soit né au plus haut de l'échelle sociale. Mais pour ce nouveau-né et sa mère, la lutte est quotidienne. Il leur faudra beaucoup d'ingéniosité, de travail et un peu de chance pour espérer changer leur place dans le monde."
